2011,Optical spatial modulation,"Mesleh R., Elgala H., Haas H.",19430620,Journal of Optical Communications and Networking,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12,20,26,22,36,36,12,0,183
2007,OFDM visible light wireless communication based on white LEDs,"Elgala H., Mesleh R., Haas H., Pricope B.",15502252,IEEE Vehicular Technology Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,12,16,14,17,22,31,16,16,15,3,0,177
2015,Towards a 100 Gb/s visible light wireless access network,"Tsonev D., Videv S., Haas H.",10944087,Optics Express,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,51,39,43,6,0,176
2015,Principles of LED light communications: Towards networked Li-Fi,"Dimitrov S., Haas H.",,Principles of LED Light Communications: Towards Networked Li-Fi,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,35,50,52,9,0,173
2012,Novel unipolar orthogonal frequency division multiplexing (U-OFDM) for optical wireless,"Tsonev D., Sinanovic S., Haas H.",15502252,IEEE Vehicular Technology Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,9,29,31,28,22,34,5,0,169
2011,Enhanced subcarrier index modulation (SIM) OFDM,"Tsonev D., Sinanovic S., Haas H.",,"2011 IEEE GLOBECOM Workshops, GC Wkshps 2011",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,11,22,35,25,37,3,0,153
2016,Single-carrier SM-MIMO: A promising design for broadband large-scale antenna systems,"Yang P., Xiao Y., Guan Y.L., Hari K.V.S., Chockalingam A., Sugiura S., Haas H., Di Renzo M., Masouros C., Liu Z., Xiao L., Li S., Hanzo L.",1553877X,IEEE Communications Surveys and Tutorials,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,41,40,8,0,146
2010,Trellis coded spatial modulation,"Mesleh R., Renzo M.D., Haas H., Grant P.M.",15361276,IEEE Transactions on Wireless Communications,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,20,12,11,16,14,21,15,15,4,0,145
2011,On the performance of different OFDM based optical wireless communication systems,"Mesleh R., Elgala H., Haas H.",19430620,Journal of Optical Communications and Networking,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,29,17,18,23,16,6,0,144
2010,A general framework for performance analysis of space shift keying (SSK) modulation for MISO correlated Nakagami-m fading channels,"Renzo M.D., Haas H.",906778,IEEE Transactions on Communications,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,18,16,13,18,19,10,13,12,2,0,141
2013,Information rate of OFDM-based optical wireless communication systems with nonlinear distortion,"Dimitrov S., Haas H.",7338724,Journal of Lightwave Technology,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,24,22,14,26,24,9,0,140
2013,Generalised sphere decoding for spatial modulation,"Younis A., Sinanovic S., Di Renzo M., Mesleh R., Haas H.",906778,IEEE Transactions on Communications,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,25,23,23,28,21,3,0,138
2013,Practical implementation of spatial modulation,"Serafimovski N., Younis A., Mesleh R., Chambers P., Di Renzo M., Wang C.-X., Grant P.M., Beach M.A., Haas H.",189545,IEEE Transactions on Vehicular Technology,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,33,16,18,7,0,134
2015,"Visible light communications: Demand factors, benefits and opportunities [Guest Editorial]","Chi N., Haas H., Kavehrad M., Little T.D.C., Huang X.-L.",15361284,IEEE Wireless Communications,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,37,47,11,0,123
2009,Non-linearity effects and predistortion in optical OFDM wireless transmission using LEDs,"Elgala H., Mesleh R., Haas H.",1758728X,International Journal of Ultra Wideband Communications and Systems,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,8,8,19,8,14,18,21,1,0,114
2010,An led model for intensity-modulated optical communication systems,"Elgala H., Mesleh R., Haas H.",10411135,IEEE Photonics Technology Letters,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,19,8,16,20,23,5,0,113
2016,Performance Evaluation of Non-Orthogonal Multiple Access in Visible Light Communication,"Yin L., Popoola W.O., Wu X., Haas H.",906778,IEEE Transactions on Communications,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,54,14,0,110
2014,Light fidelity (Li-Fi): Towards all-optical networking,"Tsonev D., Videv S., Haas H.",0277786X,Proceedings of SPIE - The International Society for Optical Engineering,9007, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,10,13,28,29,13,0,109
2010,Indoor MIMO optical wireless communication using spatial modulation,"Mesleh R., Mehmood R., Elgala H., Haas H.",5361486,IEEE International Conference on Communications,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,11,9,14,14,15,13,12,6,0,109
2010,Improving the performance of space shift keying (SSK) modulation via opportunistic power allocation,"Di Renzo M., Haas H.",10897798,IEEE Communications Letters,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,8,12,13,20,6,10,8,0,0,109
2016,LED based wavelength division multiplexed 10 Gb/s visible light communications,"Chun H., Rajbhandari S., Faulkner G., Tsonev D., Xie E., McKendry J.J.D., Gu E., Dawson M.D., O'Brien D.C., Haas H.",7338724,Journal of Lightwave Technology,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22,27,37,14,0,105
2002,A low complexity transmitter structure for OFDM-FDMA uplink systems,"Galda D., Rohling H., Costa E., Haas H., Schulz E.",7400551,IEEE Vehicular Technology Conference,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,11,8,14,8,12,8,5,8,5,0,2,4,1,3,0,105
2013,Energy evaluation of spatial modulation at a multi-antenna base station,"Stavridis A., Sinanovic S., Di Renzo M., Haas H.",15502252,IEEE Vehicular Technology Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,21,24,6,16,1,0,103
2017,Towards 10 Gb/s orthogonal frequency division multiplexing-based visible light communication using a GaN violet micro-LED,"Islim M.S., Ferreira R.X., He X., Xie E., Videv S., Viola S., Watson S., Bamiedakis N., Penty R.V., White I.H., Kelly A.E., Gu E., Haas H., Dawson M.D.",23279125,Photonics Research,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,42,15,0,101
2013,Complete modeling of nonlinear distortion in OFDM-based optical wireless communication,"Tsonev D., Sinanovic S., Haas H.",7338724,Journal of Lightwave Technology,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,11,19,14,15,4,0,99
2013,On transmit diversity for spatial modulation MIMO: Impact of spatial constellation diagram and shaping filters at the transmitter,"Di Renzo M., Haas H.",189545,IEEE Transactions on Vehicular Technology,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,22,22,10,14,0,0,98
2016,Downlink performance of optical attocell networks,"Chen C., Basnayaka D.A., Haas H.",7338724,Journal of Lightwave Technology,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,33,32,7,0,95
2017,A review of gallium nitride LEDs for multi-gigabit-per-second visible light data communications,"Rajbhandari S., McKendry J.J.D., Herrnsdorf J., Chun H., Faulkner G., Haas H., Watson I.M., O'Brien D., Dawson M.D.",2681242,Semiconductor Science and Technology,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,28,16,0,93
2015,A Nonstationary Wideband MIMO Channel Model for High-Mobility Intelligent Transportation Systems,"Ghazal A., Wang C.-X., Ai B., Yuan D., Haas H.",15249050,IEEE Transactions on Intelligent Transportation Systems,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,19,22,22,6,0,93
2014,Minimizing base station power consumption,"Holtkamp H., Auer G., Bazzi S., Haas H.",7338716,IEEE Journal on Selected Areas in Communications,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,21,19,25,11,3,0,91
2011,Space shift keying (SSK) MIMO over correlated rician fading channels: Performance analysis and a new method for transmit-diversity,"Renzo M.D., Haas H.",906778,IEEE Transactions on Communications,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,6,13,13,9,6,12,3,0,91
2015,A Non-Stationary Wideband Channel Model for Massive MIMO Communication Systems,"Wu S., Wang C.-X., Haas H., Aggoune E.-H.M., Alwakeel M.M., Ai B.",15361276,IEEE Transactions on Wireless Communications,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,25,26,18,7,0,87
2018,A survey of positioning systems using visible LED lights,"Zhuang Y., Hua L., Qi L., Yang J., Cao P., Cao Y., Wu Y., Thompson J., Haas H.",1553877X,IEEE Communications Surveys and Tutorials,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,63,13,0,86
2013,Error performance of generalised space shift keying for indoor visible light communications,"Popoola W.O., Poves E., Haas H.",906778,IEEE Transactions on Communications,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,15,9,22,11,2,0,84
2015,Dynamic Load Balancing with Handover in Hybrid Li-Fi and Wi-Fi Networks,"Wang Y., Haas H.",7338724,Journal of Lightwave Technology,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,23,26,6,0,83
2015,Unlocking Spectral Efficiency in Intensity Modulation and Direct Detection Systems,"Tsonev D., Videv S., Haas H.",7338716,IEEE Journal on Selected Areas in Communications,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,21,16,19,4,0,79
2012,LED nonlinearity mitigation techniques in optical wireless OFDM communication systems,"Mesleh R., Elgala H., Haas H.",19430620,Journal of Optical Communications and Networking,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,12,13,12,10,2,0,78
2014,Visible light communication using a blue GaN μ LED and fluorescent polymer color converter,"Chun H., Manousiadis P., Rajbhandari S., Vithanage D.A., Faulkner G., Tsonev D., McKendry J.J.D., Videv S., Xie E., Gu E., Dawson M.D., Haas H., Turnbull G.A., Samuel I.D.W., O'Brien D.C.",10411135,IEEE Photonics Technology Letters,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,12,17,15,7,0,76
2012,Space shift keying (SSK-) MIMO with practical channel estimates,"Di Renzo M., De Leonardis D., Graziosi F., Haas H.",906778,IEEE Transactions on Communications,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,14,9,12,4,8,2,0,75
2012,Spatial pulse position modulation for optical communications,"Popoola W.O., Poves E., Haas H.",7338724,Journal of Lightwave Technology,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,14,10,10,11,4,0,74
2010,Fractional bit encoded spatial modulation (FBE'SM),"Serafimovski N., Di Renzo M., Sinanovic S., Mesleh R.Y., Haas H.",10897798,IEEE Communications Letters,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,5,6,7,9,7,8,10,1,0,74
2015,High-Speed Integrated Visible Light Communication System: Device Constraints and Design Considerations,"Rajbhandari S., Chun H., Faulkner G., Cameron K., Jalajakumari A.V.N., Henderson R., Tsonev D., Ijaz M., Chen Z., Haas H., Xie E., McKendry J.J.D., Herrnsdorf J., Gu E., Dawson M.D., O'Brien D.",7338716,IEEE Journal on Selected Areas in Communications,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,17,14,2,0,71
2009,Practical considerations for indoor wireless optical system implementation using OFDM,"Elgala H., Mesleh R., Haas H.",,"2009 10th International Conference on Telecommunications, ConTEL 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,9,5,7,6,6,4,11,8,0,0,71
2013,Area spectral efficiency performance comparison between VLC and RF femtocell networks,"Stefan I., Burchardt H., Haas H.",15503607,IEEE International Conference on Communications,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,9,9,20,5,0,70
2011,Bit error probability of space-shift keying MIMO over multiple-access independent fading channels,"Di Renzo M., Haas H.",189545,IEEE Transactions on Vehicular Technology,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,14,10,11,4,6,2,0,69
2011,Coherent versus non-coherent decode-and-forward relaying aided cooperative space-time shift keying,"Sugiura S., Chen S., Haas H., Grant P.M., Hanzo L.",906778,IEEE Transactions on Communications,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,9,12,10,10,5,4,2,0,69
2010,Reduced complexity sphere decoder for spatial modulation detection receivers,"Younis A., Mesleh R., Haas H., Grant P.M.",,GLOBECOM - IEEE Global Telecommunications Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,11,11,7,7,12,5,0,0,67
