2010,Hierarchical attribute-based encryption for fine-grained access control in cloud storage services,"Wang G., Liu Q., Wu J.",15437221,Proceedings of the ACM Conference on Computer and Communications Security,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,30,38,50,37,48,45,33,6,0,311
2002,On reducing broadcast redundancy in ad hoc wireless networks,"Lou W., Wu J.",15361233,IEEE Transactions on Mobile Computing,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,21,23,28,21,24,25,18,20,21,17,21,12,5,13,7,2,1,0,294
2002,On calculating power-aware connected dominating sets for efficient routing in ad hoc wireless networks,"Wu J., Dai F., Gao M., Stojmenovic I.",12292370,Journal of Communications and Networks,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,15,11,11,12,18,16,12,12,9,12,15,15,11,10,1,0,221
2002,Extended dominating-set-based routing in ad hoc wireless networks with unidirectional links,Wu J.,10459219,IEEE Transactions on Parallel and Distributed Systems,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,11,17,18,10,17,7,10,7,10,15,5,12,8,3,2,0,186
2003,Broadcasting in ad hoc networks based on self-pruning,"Wu J., Dai F.",0743166X,Proceedings - IEEE INFOCOM,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,21,15,18,11,20,14,10,13,7,7,7,3,5,2,1,0,0,172
2011,Hierarchical attribute-based encryption and scalable user revocation for sharing data in cloud servers,"Wang G., Liu Q., Wu J., Guo M.",1674048,Computers and Security,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,18,22,22,29,26,27,11,0,169
2005,Maximum network lifetime in wireless sensor networks with adjustable sensing ranges,"Cardei M., Wu J., Lu M., Pervaiz M.O.",,"2005 IEEE International Conference on Wireless and Mobile Computing, Networking and Communications, WiMob'2005",3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,5,12,7,13,17,17,14,12,13,21,16,5,1,0,165
2003,A fault-tolerant and deadlock-free routing protocol in 2D meshes based on odd-even turn model,Wu J.,189340,IEEE Transactions on Computers,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,6,9,15,19,13,17,10,11,14,4,13,8,2,0,165
2009,An optimal probabilistic forwarding protocol in delay tolerant networks,"Liu C., Wu J.",,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,15,24,23,25,13,12,12,5,10,1,0,155
2014,Community-aware opportunistic routing in mobile social networks,"Xiao M., Wu J., Huang L.",189340,IEEE Transactions on Computers,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,30,35,28,29,22,6,0,154
2009,Predict and relay: An efficient routing in disruption-tolerant networks,"Yuan Q., Cardei I., Wu J.",,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,19,28,22,16,9,7,5,7,1,0,145
2017,Dependable Structural Health Monitoring Using Wireless Sensor Networks,"Bhuiyan M.Z.A., Wang G., Wu J., Cao J., Liu X., Wang T.",15455971,IEEE Transactions on Dependable and Secure Computing,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,57,55,20,0,143
2014,Time-based proxy re-encryption scheme for secure data sharing in a cloud environment,"Liu Q., Wang G., Wu J.",200255,Information Sciences,258, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,30,33,19,31,7,0,143
2001,A dominating-set-based routing scheme in ad hoc wireless networks,"Wu J., Li H.",10184864,Telecommunication Systems,18, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,14,14,10,12,8,13,5,6,4,13,9,4,8,3,4,0,0,140
2015,Robust Network Traffic Classification,"Zhang J., Chen X., Xiang Y., Zhou W., Wu J.",10636692,IEEE/ACM Transactions on Networking,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,33,52,17,0,139
2006,DRBTS: Distributed reputation-based beacon trust system,"Srinivasan A., Teitelbaum J., Jie W.",,"Proceedings - 2nd IEEE International Symposium on Dependable, Autonomic and Secure Computing, DASC 2006",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,17,11,19,7,11,16,13,8,8,6,0,0,139
2004,Coverage in wireless sensor networks,"Cardei M., Wu J.",,Handbook of Sensor Networks: Compact Wireless and Wired Sensing Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,16,6,9,16,13,11,14,7,6,9,3,4,4,1,0,139
2015,Deploying Wireless Sensor Networks with Fault-Tolerance for Structural Health Monitoring,"Bhuiyan M.Z.A., Wang G., Cao J., Wu J.",189340,IEEE Transactions on Computers,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,32,33,35,6,0,126
2012,Social feature-based multi-path routing in delay tolerant networks,"Wu J., Wang Y.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,33,22,20,8,8,5,3,0,125
2005,SMART: A scan-based movement-assisted sensor deployment method in wireless sensor networks,"Wu J., Yang S.",0743166X,Proceedings - IEEE INFOCOM,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18,19,11,15,9,8,7,7,2,5,3,5,2,0,0,123
2003,Distributed dominant pruning in Ad Hoc networks,"Dai F., Wu J.",5361486,IEEE International Conference on Communications,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,14,20,14,13,6,9,4,6,5,5,2,2,3,2,2,0,0,120
2013,Energy efficient virtual machine placement algorithm with balanced and improved resource utilization in a data center,"Li X., Qian Z., Lu S., Wu J.",8957177,Mathematical and Computer Modelling,58, 5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,15,18,28,28,9,0,116
2006,Theory and network applications of dynamic bloom filters,"Guo D., Wu J., Chen H., Luo X.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,7,12,13,11,9,10,5,6,2,13,5,0,0,114
2013,Homing spread: Community home-based multi-copy routing in mobile social networks,"Wu J., Xiao M., Huang L.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,22,19,26,12,10,4,0,112
2010,The dynamic bloom filters,"Guo D., Wu J., Chen H., Yuan Y., Luo X.",10414347,IEEE Transactions on Knowledge and Data Engineering,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,20,13,9,16,9,11,9,5,0,111
2009,LocalCom: A community-based epidemic forwarding scheme in disruption-tolerant networks,"Li F., Wu J.",,"2009 6th Annual IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks, SECON 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,10,10,19,12,17,9,15,4,0,111
2006,On constructing k-connected k-dominating set in wireless ad hoc and sensor networks,"Dai F., Wu J.",7437315,Journal of Parallel and Distributed Computing,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,8,9,10,8,10,6,14,8,8,4,1,0,110
2007,Scan-based movement-assisted sensor deployment methods in wireless sensor networks,"Yang S., Li M., Wu J.",10459219,IEEE Transactions on Parallel and Distributed Systems,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,14,10,8,11,11,6,6,9,7,5,5,0,109
2016,Understanding graph-based trust evaluation in online social networks: Methodologies and challenges,"Jiang W., Wang G., Bhuiyan M.Z.A., Wu J.",3600300,ACM Computing Surveys,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,49,37,15,0,108
2007,An energy efficient clustering scheme in wireless sensor networks,"Ye M., Li C., Chen G., Wu J.",15519899,Ad-Hoc and Sensor Wireless Networks,3, 2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,5,17,6,10,8,9,8,8,7,3,0,108
2003,Forward-node-set-based broadcast in clustered mobile ad hoc networks,"Wu J., Wei L.",15308669,Wireless Communications and Mobile Computing,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,9,11,11,8,9,4,8,6,4,5,4,5,3,2,0,0,108
2006,Extended multipoint relays to determine connected dominating sets in MANETs,"Wu J., Lou W., Dai F.",189340,IEEE Transactions on Computers,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,10,9,19,6,6,8,6,1,6,3,3,0,106
2005,On constructing k-connected k-dominating set in wireless networks,"Dai F., Wu J.",,"Proceedings - 19th IEEE International Parallel and Distributed Processing Symposium, IPDPS 2005",2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,12,14,13,9,9,8,3,4,6,3,5,2,1,0,105
2004,A generic distributed broadcast scheme in ad hoc wireless networks,"Wu J., Dai F.",189340,IEEE Transactions on Computers,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,9,6,10,9,8,4,2,6,2,6,2,2,0,0,104
2007,Uneven cluster-based routing protocol for wireless sensor networks,"Li C.-F., Chen G.-H., Ye M., Wu J.",2544164,Jisuanji Xuebao/Chinese Journal of Computers,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,10,13,9,7,10,8,7,5,10,0,0,102
2013,Geocommunity-based broadcasting for data dissemination in mobile social networks,"Fan J., Chen J., Du Y., Gao W., Wu J., Sun Y.",10459219,IEEE Transactions on Parallel and Distributed Systems,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,20,19,14,5,1,0,101
2009,Thwarting blackhole attacks in distruption-tolerant networks using encounter tickets,"Li F., Wu J., Srinivasan A.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,16,9,8,13,12,11,3,5,0,100
2009,MOPS: Providing content-based service in disruption-tolerant networks,"Feng L., Jie W.",,Proceedings - International Conference on Distributed Computing Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,16,14,13,14,9,3,9,0,0,98
2001,On calculating power-aware connected dominating sets for efficient routing in ad hoc wireless networks,"Wu J., Gao M., Stojmenovic I.",1903918,Proceedings of the International Conference on Parallel Processing,2001-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,13,6,4,10,10,6,4,3,11,4,7,2,2,1,0,1,0,98
2014,Generating trusted graphs for trust evaluation in online social networks,"Jiang W., Wang G., Wu J.",0167739X,Future Generation Computer Systems,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,22,12,16,20,11,0,97
2006,Improving network lifetime using sensors with adjustable sensing ranges,"Cardei M., Wu J., Lu M.",17481279,International Journal of Sensor Networks,1, 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,7,12,11,10,8,8,6,9,3,3,1,0,97
2012,Collaborative mobile charging for sensor networks,"Zhang S., Wu J., Lu S.",,MASS 2012 - 9th IEEE International Conference on Mobile Ad-Hoc and Sensor Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,20,8,14,14,5,0,96
2012,An efficient prediction-based routing in disruption-tolerant networks,"Yuan Q., Cardei I., Wu J.",10459219,IEEE Transactions on Parallel and Distributed Systems,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,17,14,15,13,4,3,0,96
2014,Let's stay together: Towards traffic aware virtual machine placement in data centers,"Li X., Wu J., Tang S., Lu S.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,19,22,22,17,3,0,91
2008,Routing in a cyclic mobispace,"Liu C., Wu J.",,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,12,15,6,7,4,6,4,3,1,0,91
2006,On connected multiple point coverage in wireless sensor networks,"Yang S., Dai F., Cardei M., Wu J., Patterson F.",10689605,International Journal of Wireless Information Networks,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,11,7,9,6,9,3,6,5,3,4,0,0,89
2003,Chain-based protocols for data broadcasting and gathering in the sensor networks,"Du K., Wu J., Zhou D.",,"Proceedings - International Parallel and Distributed Processing Symposium, IPDPS 2003",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,5,1,6,0,8,9,7,8,7,5,1,1,1,0,89
2006,Extended dominating set and its applications in ad hoc networks using cooperative communication,"Wu J., Cardei M., Dai F., Yang S.",10459219,IEEE Transactions on Parallel and Distributed Systems,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,8,8,12,9,11,11,6,5,3,3,2,0,88
2015,Multi-task assignment for crowdsensing in mobile social networks,"Xiao M., Wu J., Huang L., Wang Y., Liu C.",0743166X,Proceedings - IEEE INFOCOM,26, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,23,7,0,87
2014,QoI-aware multitask-oriented dynamic participant selection with budget constraints,"Song Z., Liu C.H., Wu J., Ma J., Wang W.",189545,IEEE Transactions on Vehicular Technology,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,7,26,19,5,0,87
2012,On maximizing the lifetime of wireless sensor networks using virtual backbone scheduling,"Zhao Y., Wu J., Li F., Lu S.",10459219,IEEE Transactions on Parallel and Distributed Systems,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,13,19,12,10,8,1,0,87
2007,Enhancing semi-supervised clustering: A feature projection perspective,"Tang W., Wu J., Xiong H., Zhong S.",,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,11,17,9,5,7,5,3,4,2,1,0,87
2016,Privacy Preserving Ranked Multi-Keyword Search for Multiple Data Owners in Cloud Computing,"Zhang W., Lin Y., Xiao S., Wu J., Zhou S.",189340,IEEE Transactions on Computers,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,26,34,11,0,85
2014,Virtual network embedding with opportunistic resource sharing,"Zhang S., Qian Z., Wu J., Lu S., Epstein L.",10459219,IEEE Transactions on Parallel and Distributed Systems,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,13,18,19,3,0,83
2007,Secure and efficient key management in mobile ad hoc networks,"Wu B., Wu J., Fernandez E.B., Ilyas M., Magliveras S.",10848045,Journal of Network and Computer Applications,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,8,11,11,10,4,6,3,5,5,7,0,0,83
2007,Toward broadcast reliability in mobile ad hoc networks with double coverage,"Lou W., Wu J.",15361233,IEEE Transactions on Mobile Computing,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,6,8,11,8,7,9,5,5,3,5,1,0,80
2012,Secure and privacy preserving keyword searching for cloud storage services,"Liu Q., Wang G., Wu J.",10848045,Journal of Network and Computer Applications,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,12,15,4,16,12,3,0,79
2008,Algorithms for fault-tolerant topology in heterogeneous wireless sensor networks,"Cardei M., Yang S., Wu J.",10459219,IEEE Transactions on Parallel and Distributed Systems,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,5,5,11,12,5,6,4,3,0,0,75
2006,Efficient broadcasting in ad hoc wireless networks using directional antennas,"Dai F., Wu J.",10459219,IEEE Transactions on Parallel and Distributed Systems,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,6,8,4,8,5,10,3,2,6,0,1,0,75
2004,Double-covered broadcast (DCB): A simple reliable broadcast algorithm in MANETs,"Lou W., Wu J.",0743166X,Proceedings - IEEE INFOCOM,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,11,3,6,2,8,5,3,2,6,1,2,1,2,1,0,73
2016,Effective Defense Schemes for Phishing Attacks on Mobile Computing Platforms,"Wu L., Du X., Wu J.",189545,IEEE Transactions on Vehicular Technology,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30,29,3,0,72
2012,An opportunistic resource sharing and topology-aware mapping framework for virtual networks,"Zhang S., Qian Z., Wu J., Lu S.",0743166X,Proceedings - IEEE INFOCOM,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,5,10,11,11,6,1,0,69
2015,Collaborative mobile charging,"Zhang S., Wu J., Lu S.",189340,IEEE Transactions on Computers,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,15,15,7,0,68
2010,Survey on anonymous communications in computer networks,"Ren J., Wu J.",1403664,Computer Communications,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,10,3,8,5,5,8,10,0,0,68
2004,Energy efficient broadcast in wireless ad hoc networks with hitch-hiking,"Agarwal M., Cho J.H., Gao L., Wu J.",0743166X,Proceedings - IEEE INFOCOM,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,14,5,6,2,6,3,9,5,0,2,3,0,1,1,0,0,68
2005,FISSIONE: A scalable constant degree and low congestion DHT scheme based on Kautz graphs,"Li D., Lu X., Wu J.",0743166X,Proceedings - IEEE INFOCOM,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,5,7,10,9,4,3,1,2,4,3,6,1,2,0,67
