2007,Improved techniques for grid mapping with Rao-Blackwellized particle filters,"Grisetti G., Stachniss C., Burgard W.",15523098,IEEE Transactions on Robotics,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,33,41,44,58,88,88,91,104,128,175,179,50,0,1102
2013,OctoMap: An efficient probabilistic 3D mapping framework based on octrees,"Hornung A., Wurm K.M., Bennewitz M., Stachniss C., Burgard W.",9295593,Autonomous Robots,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,75,140,174,212,200,38,0,924
1999,Monte Carlo localization for mobile robots,"Dellaert Frank, Fox Dieter, Burgard Wolfram, Thrun Sebastian",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,9,23,25,30,23,57,44,55,66,78,59,48,53,60,46,48,46,58,62,5,0,914
2005,Coordinated multi-robot exploration,"Burgard W., Moors M., Stachniss C., Schneider F.E.",15523098,IEEE Transactions on Robotics,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,32,37,49,56,59,56,62,43,52,45,51,53,58,9,0,689
1999,Markov Localization for Mobile Robots in Dynamic Environments,"Fox D., Burgard W., Thrun S.",10769757,Journal of Artificial Intelligence Research,11, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,28,27,32,37,57,46,53,43,31,23,43,27,28,34,22,9,22,27,2,0,613
1999,Monte Carlo Localization: efficient position estimation for mobile robots,"Fox Dieter, Burgard Wolfram, Dellaert Frank, Thrun Sebastian",,Proceedings of the National Conference on Artificial Intelligence,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,19,23,18,30,31,49,45,33,44,38,28,31,36,25,20,23,25,24,25,5,0,582
2012,An evaluation of the RGB-D SLAM system,"Endres F., Hess J., Engelhard N., Sturm J., Cremers D., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,61,55,77,71,86,94,62,9,0,526
2000,Collaborative multi-robot exploration,"Burgard Wolfram, Moors Mark, Fox Dieter, Simmons Reid, Thrun Sebastian",10504729,Proceedings - IEEE International Conference on Robotics and Automation,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,23,28,30,29,29,20,20,20,26,31,47,35,33,27,27,19,24,24,6,0,509
2010,A tutorial on graph-based SLAM,"Grisetti G., Kummerle R., Stachniss C., Burgard W.",,IEEE Intelligent Transportation Systems Magazine,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,38,60,64,76,89,108,30,0,500
2000,Probabilistic approach to collaborative multi-robot localization,"Fox D., Burgard W., Kruppa H., Thrun S.",9295593,Autonomous Robots,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,14,18,23,22,25,18,36,40,33,25,26,40,21,28,28,27,32,20,6,0,494
2004,Mapping and localization with RFID technology,"Hahnel D., Burgard W., Fox D., Fishkin K., Philipose M.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,32,58,62,62,48,36,24,27,36,21,20,20,12,4,0,492
1999,Experiences with an interactive museum tour-guide robot,"Burgard W., Cremers A.B., Fox D., Hahnel D., Lakemeyer G., Schulz D., Steiner W., Thrun S.",43702,Artificial Intelligence,114, 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,18,24,36,34,38,29,24,25,25,31,17,22,24,20,27,21,15,23,16,7,0,488
2000,Real-time algorithm for mobile robot mapping with applications to multi-robot and 3D mapping,"Thrun Sebastian, Burgard Wolfram, Fox Dieter",10504729,Proceedings - IEEE International Conference on Robotics and Automation,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,23,32,27,39,38,26,31,34,29,22,21,23,20,20,16,20,12,20,4,0,474
1999,MINERVA: a second-generation museum tour-guide robot,"Thrun Sebastian, Bennewitz Maren, Burgard Wolfram, Cremers Armin B., Dellaert Frank, Fox Dieter, Hahnel Dirk, Rosenberg Charles, Roy Nicholas, Schulte Jamieson, Schulz Dirk",10504729,Proceedings - IEEE International Conference on Robotics and Automation,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,19,20,28,24,20,20,20,21,18,24,32,35,26,31,22,23,32,24,5,0,472
1998,A Probabilistic Approach to Concurrent Mapping and Localization for Mobile Robots,"Thrun S., Burgard W., Fox D.",8856125,Machine Learning,31, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,27,39,31,45,38,38,24,30,28,23,29,11,10,7,8,3,8,6,11,1,0,439
2005,Improving grid-based SLAM with Rao-Blackwellized particle filters by adaptive proposals and selective resampling,"Grisetti G., Stachniss C., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,27,30,21,27,19,24,26,27,28,29,34,49,51,10,0,431
2014,3-D Mapping with an RGB-D camera,"Endres F., Hess J., Sturm J., Cremers D., Burgard W.",15523098,IEEE Transactions on Robotics,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,66,86,105,110,22,0,425
2003,An Efficient FastSLAM Algorithm for Generating Maps of Large-Scale Cyclic Environments from Raw Laser Range Measurements,"Hahnel D., Burgard W., Fox D., Thrun S.",,IEEE International Conference on Intelligent Robots and Systems,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,24,20,24,32,30,25,25,21,24,23,20,13,17,23,1,0,356
2003,People tracking with mobile robots using sample-based joint probabilistic data association filters,"Schulz D., Burgard W., Fox D., Cremers A.B.",2783649,International Journal of Robotics Research,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,22,33,31,25,31,36,23,18,23,20,26,10,9,14,2,0,338
2000,Probabilistic algorithms and the interactive museum tour-guide robot Minerva,"Thrun S., Beetz M., Bennewitz M., Burgard W., Cremers A.B., Dellaert F., Fox D., Hahnel D., Rosenberg C., Roy N., Schulte J., Schulz D.",2783649,International Journal of Robotics Research,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,25,22,31,22,18,23,23,17,9,13,25,18,16,14,10,9,11,2,0,332
1998,Interactive museum tour-guide robot,"Burgard Wolfram, Cremers Armin B., Fox Dieter, Haehnel Dirk, Lakemeyer Gerhard, Schulz Dirk, Steiner Walter, Thrun Sebastian",,Proceedings of the National Conference on Artificial Intelligence,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,11,15,9,13,12,17,13,10,19,8,22,21,12,22,10,23,11,16,3,0,297
2017,Deep learning with convolutional neural networks for EEG decoding and visualization,"Schirrmeister R.T., Springenberg J.T., Fiederer L.D.J., Glasstetter M., Eggensperger K., Tangermann M., Hutter F., Burgard W., Ball T.",10659471,Human Brain Mapping,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,155,51,0,281
1998,Active markov localization for mobile robots,"Fox D., Burgard W., Thrun S.",9218890,Robotics and Autonomous Systems,25, 3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,10,9,12,22,25,22,30,18,22,3,11,16,10,11,11,7,6,9,2,0,278
2015,Multimodal deep learning for robust RGB-D object recognition,"Eitel A., Springenberg J.T., Spinello L., Riedmiller M., Burgard W.",21530858,IEEE International Conference on Intelligent Robots and Systems,2015-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,76,94,25,0,272
2012,A fully autonomous indoor quadrotor,"Grzonka S., Grisetti G., Burgard W.",15523098,IEEE Transactions on Robotics,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,40,32,48,40,38,26,10,0,272
2007,Using boosted features for the detection of people in 2D range data,"Arras K.O., Mozos O.M., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,26,24,18,28,22,16,24,36,25,22,6,0,272
2005,Information gain-based exploration using rao-blackwellized particle filters,"Stachniss C., Grisetti G., Burgard W.",23307668,Robotics: Science and Systems,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,14,18,18,19,13,17,33,30,21,30,22,7,0,266
2001,Tracking multiple moving targets with a mobile robot using particle filters and statistical data association,"Schulz D., Burgard W., Fox D., Cremers A.B.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,17,19,25,16,11,12,21,21,11,16,11,16,18,8,5,7,8,2,0,265
2005,Learning motion patterns of people for compliant robot motion,"Bennewitz M., Burgard W., Cielniak G., Thrun S.",2783649,International Journal of Robotics Research,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18,16,22,18,17,23,20,34,24,10,26,19,3,0,262
1996,Estimating the absolute position of a mobile robot using position probability grids,"Burgard Wolfram, Fox Dieter, Hennig Daniel, Schmidt Timo",,Proceedings of the National Conference on Artificial Intelligence,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,9,12,9,8,8,12,20,18,18,16,19,21,7,7,11,8,4,5,7,6,7,1,0,248
2006,Multi-level surface maps for outdoor terrain mapping and loop closing,"Triebel R., Pfaff P., Burgard W.",,IEEE International Conference on Intelligent Robots and Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,17,24,15,17,16,16,17,18,16,13,2,0,206
2008,Conceptual spatial representations for indoor mobile robots,"Zender H., Martinez Mozos O., Jensfelt P., Kruijff G.-J.M., Burgard W.",9218890,Robotics and Autonomous Systems,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,22,23,19,23,23,22,19,14,5,0,205
2011,Point feature extraction on 3D range scans taking into account object boundaries,"Steder B., Rusu R.B., Konolige K., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,29,19,26,34,23,19,16,3,0,192
2003,Learning compact 3D models of indoor and outdoor environments with a mobile robot,"Hahnel D., Burgard W., Thurn S.",9218890,Robotics and Autonomous Systems,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,15,20,9,21,19,18,11,12,9,7,5,4,4,3,0,183
2005,Robust vision-based localization by combining an image-retrieval system with Monte Carlo localization,"Wolf J., Burgard W., Burkhardt H.",15523098,IEEE Transactions on Robotics,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,16,17,19,13,21,9,9,7,7,5,10,10,2,0,172
1999,"Using the CONDENSATION algorithm for robust, vision-based mobile robot localization","Dellaert Frank, Burgard Wolfram, Fox Dieter, Thrun Sebastian",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,9,11,16,11,15,10,11,8,7,8,4,6,5,3,5,2,7,9,0,0,168
2009,Object identification with tactile sensors using bag-of-features,"Schneider A., Sturm J., Stachniss C., Reisert M., Burkhardt H., Burgard W.",,"2009 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,15,15,20,15,18,23,19,14,6,0,166
1998,Experimental comparison of localization methods,"Gutmann Jens-Steffen, Burgard Wolfram, Fox Dieter, Konolige Kurt",,IEEE International Conference on Intelligent Robots and Systems,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,11,16,11,14,5,7,8,8,14,6,4,3,5,4,5,6,1,4,0,0,165
2009,Nonlinear constraint network optimization for efficient map learning,"Grisetti G., Stachniss C., Burgard W.",15249050,IEEE Transactions on Intelligent Transportation Systems,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,18,19,25,17,22,8,8,14,2,0,162
2003,A system for volumetric robotic mapping of abandoned mines,"Thrun S., Hahnel D., Ferguson D., Montemerlo M., Triebel R., Burgard W., Baker C., Omohundro Z., Thayer S., Whittaker W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,15,11,14,8,11,17,10,12,9,7,7,4,8,5,5,1,0,162
2010,Efficient sparse pose adjustment for 2D mapping,"Konolige K., Grisetti G., Kummerle R., Burgard W., Limketkai B., Vincent R.",,"IEEE/RSJ 2010 International Conference on Intelligent Robots and Systems, IROS 2010 - Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,23,16,13,13,16,22,28,8,0,159
2003,Map building with mobile robots in dynamic environments,"Hahnel D., Triebel R., Burgard W., Thrun S.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,11,13,8,15,12,8,9,9,7,5,9,9,11,2,0,156
2005,Supervised learning of places from range data using AdaBoost,"Mozos O.M., Stachniss C., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,15,10,6,12,11,12,7,14,7,13,18,8,6,4,0,153
2002,Finding and optimizing solvable priority schemes for decoupled path planning techniques for teams of mobile robots,"Bennewitz M., Burgard W., Thrun S.",9218890,Robotics and Autonomous Systems,41, 2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,8,3,9,12,11,11,18,17,8,15,6,10,10,2,0,150
1999,Coastal navigation - mobile robot navigation with uncertainty in dynamic environments,"Roy Nicholas, Burgard Wolfram, Fox Dieter, Thrun Sebastian",10504729,Proceedings - IEEE International Conference on Robotics and Automation,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,5,5,10,6,12,9,6,9,5,7,11,7,8,10,5,6,2,0,144
2008,Coordinated multi-robot exploration using a segmentation of the environment,"Wurm K.M., Stachniss C., Burgard W.",,"2008 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,25,25,13,11,16,13,9,14,1,0,141
1998,A Probabilistic Approach to Concurrent Mapping and Localization for Mobile Robots,"Thrun S., Burgard W., Fox D.",9295593,Autonomous Robots,5, 3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,5,7,13,4,6,6,8,7,4,8,5,10,5,7,5,11,6,5,0,0,137
2009,Towards a navigation system for autonomous indoor flying Slawomir Grzonka Giorgio Grisetti Wolfram Burgard,"Grzonka S., Grisetti G., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,22,8,19,17,11,20,13,3,2,0,134
2007,Most likely heteroscedastic Gaussian process regression,"Kersting K., Plagemann C., Pfaff P., Burgard W.",,ACM International Conference Proceeding Series,227, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,9,9,7,14,9,16,19,11,13,5,0,125
2001,Optimizing schedules for prioritized path planning of multi-robot systems,"Bennewitz M., Burgard W., Thrun S.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,9,6,7,5,4,10,4,13,7,6,7,7,12,10,6,0,123
2007,Supervised semantic labeling of places using information extracted from sensor data,"Martinez Mozos O., Triebel R., Jensfelt P., Rottmann A., Burgard W.",9218890,Robotics and Autonomous Systems,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,9,5,8,10,16,12,15,6,11,6,0,121
2007,An efficient extension to elevation maps for outdoor terrain mapping and loop closing,"Pfaff P., Triebel R., Burgard W.",2783649,International Journal of Robotics Research,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,10,9,9,13,8,11,12,11,8,11,1,0,114
2013,Robust map optimization using dynamic covariance scaling,"Agarwal P., Tipaldi G.D., Spinello L., Stachniss C., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,14,16,14,19,18,10,0,111
2007,Efficient estimation of accurate maximum likelihood maps in 3D,"Grisetti G., Grzonka S., Stachniss C., Pfaff P., Burgard W.",,IEEE International Conference on Intelligent Robots and Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,13,8,13,10,10,9,12,16,3,5,1,0,110
2004,Autonomous exploration and mapping of abandoned mines: Software architecture of an autonomous robotic system,"Thrun S., Thayer S., Whittaker W., Baker C., Burgard W., Ferguson D., Hahnel D., Montemerlo M., Morris A., Omohundro Z., Reverte C., Whittaker W.",10709932,IEEE Robotics and Automation Magazine,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6,3,9,15,13,9,8,4,9,6,9,9,2,0,110
2002,Map building with mobile robots in populated environments,"Hahnel D., Schulz D., Burgard W.",,IEEE International Conference on Intelligent Robots and Systems,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,8,7,13,11,9,7,6,8,4,2,4,0,2,1,1,0,109
2001,Tracking multiple moving objects with a mobile robot,"Schulz D., Burgard W., Fox D., Cremers A.B.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,9,19,6,8,4,8,3,4,6,4,0,2,1,1,0,0,0,107
2016,Socially compliant mobile robot navigation via inverse reinforcement learning,"Kretzschmar H., Spies M., Sprunk C., Burgard W.",2783649,International Journal of Robotics Research,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,32,43,7,0,106
2016,Efficient deep models for monocular road segmentation,"Oliveira G.L., Burgard W., Brox T.",21530858,IEEE International Conference on Intelligent Robots and Systems,2016-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,41,7,0,105
2008,Efficient people tracking in laser range data using a multi-hypothesis leg-tracker with adaptive occlusion probabilities,"Arras K.O., Grzonka S., Luber M., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,8,9,13,5,15,3,7,8,5,0,105
2015,Learning driving styles for autonomous vehicles from demonstration,"Kuderer M., Gulati S., Burgard W.",10504729,Proceedings - IEEE International Conference on Robotics and Automation,2015-, June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,27,40,11,0,102
1998,Integrating global position estimation and position tracking for mobile robots: The dynamic Markov localization approach,"Burgard Wolfram, Derr Andreas, Fox Dieter, Cremers Armin B.",,IEEE International Conference on Intelligent Robots and Systems,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,6,10,5,5,7,4,6,2,8,1,6,3,3,4,2,2,4,2,1,0,102
2007,Fast and accurate SLAM with Rao-Blackwellized particle filters,"Grisetti G., Tipaldi G.D., Stachniss C., Burgard W., Nardi D.",9218890,Robotics and Autonomous Systems,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,17,7,4,5,3,8,8,5,12,6,1,0,98
