2009,Observer-based networked control for continuous-time systems with random sensor delays,"Lin C., Wang Z., Yang F.",51098,Automatica,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,21,39,26,21,13,16,13,9,6,5,0,193
2012,Distributed filtering for a class of time-varying systems over sensor networks with quantization errors and successive packet dropouts,"Dong H., Wang Z., Gao H.",1053587X,IEEE Transactions on Signal Processing,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,38,31,27,15,17,14,5,0,189
2006,Robust stability for stochastic Hopfield neural networks with time delays,"Wang Z., Shu H., Fang J., Liu X.",14681218,Nonlinear Analysis: Real World Applications,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,37,24,21,12,7,12,16,9,1,10,4,3,0,188
2012,Fault detection for markovian jump systems with sensor saturations and randomly varying nonlinearities,"Dong H., Wang Z., Gao H.",15498328,IEEE Transactions on Circuits and Systems I: Regular Papers,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,40,32,24,23,20,22,3,0,185
2010,Robust H<inf>∞</inf> fuzzy output-feedback control with multiple probabilistic delays and multiple missing measurements,"Dong H., Wang Z., Ho D.W.C., Gao H.",10636706,IEEE Transactions on Fuzzy Systems,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,30,30,20,14,22,11,9,6,0,185
2006,Robust stability analysis of generalized neural networks with discrete and distributed time delays,"Wang Z., Shu H., Liu Y., Ho D.W.C., Liu X.",9600779,"Chaos, Solitons and Fractals",30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,28,41,25,16,11,10,5,11,9,10,4,6,0,0,185
2004,A note on the robust stability of uncertain stochastic fuzzy systems with time-delays,"Wang Z., Ho D.W.C., Liu X.",10834427,"IEEE Transactions on Systems, Man, and Cybernetics Part A:Systems and Humans.",34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,12,28,22,19,11,17,13,10,7,11,6,3,0,0,184
2013,Finite-horizon H∞ filtering with missing measurements and quantization effects,"Wang Z., Dong H., Shen B., Gao H.",189286,IEEE Transactions on Automatic Control,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,37,32,27,21,12,10,0,178
2009,State estimation for coupled uncertain stochastic networks with missing measurements and time-varying delays: The discrete-time case,"Liang J., Wang Z., Liu X.",10459227,IEEE Transactions on Neural Networks,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,18,24,21,17,10,16,18,21,9,4,0,177
2017,Distributed recursive filtering for stochastic systems under uniform quantizations and deception attacks through sensor networks,"Ding D., Wang Z., Ho D.W.C., Wei G.",51098,Automatica,78, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,66,67,29,0,175
2005,Robust finite-horizon filtering for stochastic systems with missing measurements,"Wang Z., Yang F., Ho D.W.C., Liu X.",10709908,IEEE Signal Processing Letters,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,25,16,8,15,18,16,11,10,10,3,8,2,0,175
2008,Robust synchronization of an array of coupled stochastic discrete-time delayed neural networks,"Liang J., Wang Z., Liu Y., Liu X.",10459227,IEEE Transactions on Neural Networks,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,20,18,17,18,11,16,11,11,4,0,174
2012,H<inf>\infty</inf> state estimation for discrete-time complex networks with randomly occurring sensor saturations and randomly varying sensor delays,"Ding D., Wang Z., Shen B., Shu H.",2162237X,IEEE Transactions on Neural Networks and Learning Systems,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,42,19,12,26,25,12,6,0,171
2007,Robust impulsive synchronization of coupled delayed neural networks with uncertainties,"Li P., Cao J., Wang Z.",3784371,Physica A: Statistical Mechanics and its Applications,373, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,24,17,15,14,16,17,11,10,10,14,3,3,0,171
2009,Pinning stabilization of linearly coupled stochastic neural networks via minimum number of controllers,"Lu J., Ho D.W.C., Wang Z.",10459227,IEEE Transactions on Neural Networks,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,19,23,19,22,11,14,21,14,3,0,167
2012,Distributed H <inf>∞</inf> state estimation with stochastic parameters and nonlinearities through sensor networks: The finite-horizon case,"Ding D., Wang Z., Dong H., Shu H.",51098,Automatica,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,35,22,22,18,15,18,13,0,163
2013,H<inf>∞</inf> state estimation for complex networks with uncertain inner coupling and incomplete measurements,"Shen B., Wang Z., Ding D., Shu H.",2162237X,IEEE Transactions on Neural Networks and Learning Systems,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,30,27,29,16,11,0,160
2008,Global synchronization control of general delayed discrete-time networks with stochastic coupling and disturbances,"Liang J., Wang Z., Liu Y., Liu X.",10834419,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,20,24,18,15,12,12,9,12,9,4,2,0,159
2007,Exponential stability of uncertain stochastic neural networks with mixed time-delays,"Wang Z., Lauria S., Fang J., Liu X.",9600779,"Chaos, Solitons and Fractals",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,49,18,12,5,4,16,7,6,3,6,4,1,0,159
1999,Robust reliable control for a class of uncertain nonlinear state-delayed systems,"Wang Z., Huang B., Unbehauen H.",51098,Automatica,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,14,8,8,6,20,19,15,14,6,10,5,3,8,1,4,2,0,0,159
2008,Exponential synchronization of complex networks with Markovian jump and mixed delays,"Liu Y., Wang Z., Liu X.",3759601,"Physics Letters, Section A: General, Atomic and Solid State Physics",372,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,15,12,15,19,19,17,6,10,9,8,2,0,154
2015,Event-triggered consensus control for discrete-time stochastic multi-agent systems: The input-to-state stability in probability,"Ding D., Wang Z., Shen B., Wei G.",51098,Automatica,62, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,33,34,19,0,151
2008,A delay fractioning approach to global synchronization of delayed complex networks with stochastic disturbances,"Wang Y., Wang Z., Liang J.",3759601,"Physics Letters, Section A: General, Atomic and Solid State Physics",372,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,31,27,19,21,4,4,3,3,2,0,0,151
2008,Stability analysis of impulsive stochastic Cohen-Grossberg neural networks with mixed time delays,"Song Q., Wang Z.",3784371,Physica A: Statistical Mechanics and its Applications,387,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,24,24,21,19,17,11,3,8,6,7,2,0,150
2004,Exponential Filtering for Uncertain Markovian Jump Time-Delay Systems With Nonlinear Disturbances,"Wang Z., Lam J., Liu X.",15497747,IEEE Transactions on Circuits and Systems II: Express Briefs,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,17,15,19,14,15,18,8,13,5,4,2,0,0,148
2011,Distributed H<inf>∞</inf> filtering for polynomial nonlinear stochastic systems in sensor networks,"Shen B., Wang Z., Hung Y.S., Chesi G.",2780046,IEEE Transactions on Industrial Electronics,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,23,29,18,10,10,5,8,4,0,147
2013,Synchronization of coupled neutral-type neural networks with jumping-mode-dependent discrete and unbounded distributed delays,"Liu Y., Wang Z., Liang J., Liu X.",21682267,IEEE Transactions on Cybernetics,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,25,22,23,32,16,7,0,146
2012,Pinning impulsive stabilization of nonlinear dynamical networks with time-varying delay,"Lu J., Wang Z., Cao J., Ho D.W.C., Kurths J.",2181274,International Journal of Bifurcation and Chaos,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,4,28,39,38,7,0,145
2009,H<inf>∞</inf> filtering for nonlinear discrete-time stochastic systems with randomly varying sensor delays,"Shen B., Wang Z., Shu H., Wei G.",51098,Automatica,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,20,25,28,21,6,6,5,2,10,3,0,144
2017,Observer-Based Event-Triggering Consensus Control for Multiagent Systems with Lossy Sensors and Cyber-Attacks,"Ding D., Wang Z., Ho D.W.C., Wei G.",21682267,IEEE Transactions on Cybernetics,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,58,22,0,142
