2013,A meta-analysis identifies new loci associated with body mass index in individuals of African ancestry,"Monda K.L., Chen G.K., Taylor K.C., Palmer C., Edwards T.L., Lange L.A., Ng M.C.Y., Adeyemo A.A., Allison M.A., Bielak L.F., Chen G., Graff M., Irvin M.R., Rhie S.K., Li G., Liu Y., Liu Y., Lu Y., Nalls M.A., Sun Y.V., Wojczynski M.K., Yanek L.R., Aldrich M.C., Ademola A., Amos C.I., Bandera E.V., Bock C.H., Britton A., Broeckel U., Cai Q., Caporaso N.E., Carlson C.S., Carpten J., Casey G., Chen W.-M., Chen F., Chen Y.-D.I., Chiang C.W.K., Coetzee G.A., Demerath E., Deming-Halverson S.L., Driver R.W., Dubbert P., Feitosa M.F., Feng Y., Freedman B.I., Gillanders E.M., Gottesman O., Guo X., Haritunians T., Harris T., Harris C.C., Hennis A.J.M., Hernandez D.G., McNeill L.H., Howard T.D., Howard B.V., Howard V.J., Johnson K.C., Kang S.J., Keating B.J., Kolb S., Kuller L.H., Kutlar A., Langefeld C.D., Lettre G., Lohman K., Lotay V., Lyon H., Manson J.E., Maixner W., Meng Y.A., Monroe K.R., Morhason-Bello I., Murphy A.B., Mychaleckyj J.C., Nadukuru R., Nathanson K.L., Nayak U., N'Diaye A., Nemesure B., Wu S.-Y., Leske M.C., Neslund-Dudas C., Neuhouser M., Nyante S., Ochs-Balcom H., Ogunniyi A., Ogundiran T.O., Ojengbede O., Olopade O.I., Palmer J.R., Ruiz-Narvaez E.A., Palmer N.D., Press M.F., Rampersaud E., Rasmussen-Torvik L.J., Rodriguez-Gil J.L., Salako B., Schadt E.E., Schwartz A.G., Shriner D.A., Siscovick D., Smith S.B., Wassertheil-Smoller S., Speliotes E.K., Spitz M.R., Sucheston L., Taylor H., Tayo B.O., Tucker M.A., Van Den Berg D.J., Edwards D.R.V., Wang Z., Wiencke J.K., Winkler T.W., Witte J.S., Wrensch M., Wu X., Yang J.J., Levin A.M., Young T.R., Zakai N.A., Cushman M., Zanetti K.A., Zhao J.H., Zhao W., Zheng Y., Zhou J., Ziegler R.G., Zmuda J.M., Fernandes J.K., Gilkeson G.S., Kamen D.L., Hunt K.J., Spruill I.J., Ambrosone C.B., Ambs S., Arnett D.K., Atwood L., Becker D.M., Berndt S.I., Bernstein L., Blot W.J., Borecki I.B., Bottinger E.P., Bowden D.W., Burke G., Chanock S.J., Cooper R.S., Ding J., Duggan D., Evans M.K., Fox C., Garvey W.T., Bradfield J.P., Hakonarson H., Grant S.F.A., Hsing A., Chu L., Hu J.J., Huo D., Ingles S.A., John E.M., Jordan J.M., Kabagambe E.K., Kardia S.L.R., Kittles R.A., Goodman P.J., Klein E.A., Kolonel L.N., Le Marchand L., Liu S., McKnight B., Millikan R.C., Mosley T.H., Padhukasahasram B., Williams L.K., Patel S.R., Peters U., Pettaway C.A., Peyser P.A., Psaty B.M., Redline S., Rotimi C.N., Rybicki B.A., Sale M.M., Schreiner P.J., Signorello L.B., Singleton A.B., Stanford J.L., Strom S.S., Thun M.J., Vitolins M., Zheng W., Moore J.H., Williams S.M., Ketkar S., Zhu X., Zonderman A.B., Kooperberg C., Papanicolaou G.J., Henderson B.E., Reiner A.P., Hirschhorn J.N., Loos R.J.F., North K.E., Haiman C.A.",10614036,Nature Genetics,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,26,24,29,18,15,2,0,145
2004,Multilocus analysis of hypertension: A hierarchical approach,"Williams S.M., Ritchie M.D., Phillips III J.A., Dawson E., Prince M., Dzhura E., Willis A., Semenya A., Summar M., White B.C., Addy J.H., Kpodonu J., Wong L.-J., Felder R.A., Jose P.A., Moore J.H.",15652,Human Heredity,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,19,18,7,11,9,13,4,5,9,6,1,1,3,0,0,143
2006,Machine learning for detecting gene-gene interactions: A review,"McKinney B.A., Reif D.M., Ritchie M.D., Moore J.H.",11755636,Applied Bioinformatics,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,14,13,7,17,15,10,12,6,9,16,4,1,0,141
2006,"Concordance of multiple analytical approaches demonstrates a complex relationship between DNA repair gene SNPs, smoking and bladder cancer susceptibility","Andrew A.S., Nelson H.H., Kelsey K.T., Moore J.H., Meng A.C., Casella D.P., Tosteson T.D., Schned A.R., Karagas M.R.",1433334,Carcinogenesis,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,27,13,15,9,6,15,14,12,5,7,1,0,1,0,140
2005,Analysis of the RELN gene as a genetic risk factor for autism,"Skaar D.A., Shao Y., Haines J.L., Stenger J.E., Jaworski J., Martin E.R., DeLong G.R., Moore J.H., McCauley J.L., Sutcliffe J.S., Ashley-Koch A.E., Cuccaro M.L., Folstein S.E., Gilbert J.R., Pericak-Vance M.A.",13594184,Molecular Psychiatry,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15,10,9,15,15,5,15,6,7,10,5,2,3,1,0,138
2012,Serial analysis of the gut and respiratory microbiome in cystic fibrosis in infancy: Interaction between intestinal and respiratory tracts and impact of nutritional exposures,"Madan J.C., Koestle D.C., Stanton B.A., Davidson L., Moulton L.A., Housman M.L., Moore J.H., Guill M.F., Morrison H.G., Sogin M.L., Hampton T.H., Karagas M.R., Palumbo P.E., Foster J.A., Hibberd P.L., O'Toole G.A.",21612129,mBio,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25,22,23,15,15,11,5,0,123
2007,Tuning reliefF for genome-wide genetic analysis,"Moore J.H., White B.C.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4447, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,16,13,16,11,8,10,7,4,8,2,1,0,120
2004,The Challenges of Whole-Genome Approaches to Common Diseases,"Moore J.H., Ritchie M.D.",987484,Journal of the American Medical Association,291,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,11,14,9,13,7,5,11,15,9,1,2,2,0,0,0,118
2004,An application of conditional logistic regression and multifactor dimensionality reduction for detecting gene-gene interactions on risk of myocardial infarction: The importance of model validation,"Coffey C.S., Hebert P.R., Ritchie M.D., Krumholz H.M., Gaziano J.M., Ridker P.M., Brown N.J., Vaughan D.E., Moore J.H.",14712105,BMC Bioinformatics,5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,20,17,5,8,5,4,7,6,4,4,4,1,3,5,0,115
2004,A gene expression signature for recent onset rheumatoid arthritis in peripheral blood mononuclear cells,"Olsen N.J., Sokka T., Seehorn C.L., Kraft B., Maas K., Moore J., Aune T.M.",34967,Annals of the Rheumatic Diseases,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,15,7,14,10,6,5,9,4,5,5,5,2,2,1,0,108
2013,Genome-wide association analysis of blood-pressure traits in african-ancestry individuals reveals common associated genes in African and Non-African populations,"Franceschini N., Fox E., Zhang Z., Edwards T.L., Nalls M.A., Sung Y.J., Tayo B.O., Sun Y.V., Gottesman O., Adeyemo A., Johnson A.D., Young J.H., Rice K., Duan Q., Chen F., Li Y., Tang H., Fornage M., Keene K.L., Andrews J.S., Smith J.A., Faul J.D., Guangfa Z., Guo W., Liu Y., Murray S.S., Musani S.K., Srinivasan S., Velez Edwards D.R., Wang H., Becker L.C., Bovet P., Bochud M., Broeckel U., Burnier M., Carty C., Chasman D.I., Ehret G., Chen W.-M., Chen G., Chan W., Ding J., Dreisbach A.W., Evans M.K., Guo X., Garcia M.E., Jensen R., Keller M.F., Lettre G., Lotay V., Martin L.W., Moore J.H., Morrison A.C., Mosley T.H., Ogunniyi A., Palmas W., Papanicolaou G., Penman A., Polak J.F., Ridker P.M., Salako B., Singleton A.B., Shriner D., Taylor K.D., Vasan R., Wiggins K., Williams S.M., Yanek L.R., Zhao W., Zonderman A.B., Becker D.M., Berenson G., Boerwinkle E., Bottinger E., Cushman M., Eaton C., Nyberg F., Heiss G., Hirschhron J.N., Howard V.J., Karczewsk K.J., Lanktree M.B., Liu K., Liu Y., Loos R., Margolis K., Snyder M., Psaty B.M., Schork N.J., Weir D.R., Rotimi C.N., Sale M.M., Harris T., Kardia S.L.R., Hunt S.C., Arnett D., Redline S., Cooper R.S., Risch N.J., Rao D.C., Rotter J.I., Chakravarti A., Reiner A.P., Levy D., Keating B.J., Zhu X.",29297,American Journal of Human Genetics,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,21,27,15,14,2,0,106
2012,"GAMETES: A fast, direct algorithm for generating pure, strict, epistatic models with random architectures","Urbanowicz R.J., Kiralis J., Sinnott-Armstrong N.A., Heberling T., Fisher J.M., Moore J.H.",17560381,BioData Mining,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,16,11,13,21,13,15,0,103
2009,Pathways-based analyses of whole-genome association study data in bipolar disorder reveal genes mediating ion channel activity and synaptic neurotransmission,"Askland K., Read C., Moore J.",3406717,Human Genetics,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,23,14,14,8,7,3,2,1,2,0,0,102
2003,A Training-Testing Approach to the Molecular Classification of Resected Non-Small Cell Lung Cancer,"Yamagata N., Shyr Y., Yanagisawa K., Edgerton M., Dang T.P., Gonzalez A., Nadaf S., Larsen P., Roberts J.R., Nesbitt J.C., Jensen R., Levy S., Moore J.H., Minna J.D., Carbone D.P.",10780432,Clinical Cancer Research,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,10,7,10,9,3,4,10,7,3,1,8,2,4,1,0,102
2009,Shadows of complexity: What biological networks reveal about epistasis and pleiotropy,"Tyler A.L., Asselbergs F.W., Williams S.M., Moore J.H.",2659247,BioEssays,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,8,10,11,14,13,2,6,2,3,0,101
2007,Evidence for epistasis between SLC6A4 and ITGB3 in autism etiology and in the determination of platelet serotonin levels,"Coutinho A.M., Sousa I., Martins M., Correia C., Morgadinho T., Bento C., Marques C., Ataide A., Miguel T.S., Moore J.H., Oliveira G., Vicente A.M.",3406717,Human Genetics,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,8,13,6,9,8,10,8,7,3,4,0,0,99
2006,A novel method to identify gene-gene effects in nuclear families: The MDR-PDT,"Martin E.R., Ritchie M.D., Hahn L., Kang S., Moore J.H.",7410395,Genetic Epidemiology,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,14,9,11,17,8,8,2,3,6,5,0,3,0,0,97
