2015,"Analysis, control and synchronization of a nine-term 3-D novel chaotic system","Vaidyanathan S., Azar A.T.",1860949X,Studies in Computational Intelligence,581, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,79,43,19,3,4,0,191
2014,Analysis and adaptive synchronization of eight-term 3-D polynomial chaotic systems with three quadratic nonlinearities,Vaidyanathan S.,19516355,European Physical Journal: Special Topics,223,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,74,31,6,3,4,0,191
2014,"Adaptive backstepping control, synchronization and circuit simulation of a 3-D novel jerk chaotic system with two hyperbolic sinusoidal nonlinearities","Vaidyanathan S., Volos C., Pham V.-T., Madhavan K., Idowu B.A.",12302384,Archives of Control Sciences,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,74,32,11,5,1,0,187
2015,Backstepping controller design for the global chaos synchronization of Sprott’s jerk systems,"Vaidyanathan S., Idowu B.A., Azar A.T.",1860949X,Studies in Computational Intelligence,581, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,76,30,21,5,3,0,186
2013,Analysis and adaptive synchronization of two novel chaotic systems with hyperbolic sinusoidal and cosinusoidal nonlinearity and unknown parameters,Vaidyanathan S.,17919320,Journal of Engineering Science and Technology Review,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,76,69,24,4,3,0,0,183
2014,"Analysis, control and synchronisation of a six-term novel chaotic system with three quadratic nonlinearities",Vaidyanathan S.,17466172,"International Journal of Modelling, Identification and Control",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,70,29,6,1,0,0,181
2011,Sliding controller design of hybrid synchronization of Four-Wing Chaotic systems,"Sundarapandian V., Sivaperumal S.",18169503,International Journal of Soft Computing,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,63,70,26,5,0,0,0,180
2014,A new eight-term 3-D polynomial chaotic system with three quadratic nonlinearities,Vaidyanathan S.,9720871,Far East Journal of Mathematical Sciences,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,69,25,3,1,0,0,179
2013,Analysis and anti-Synchronization of a novel chaotic system via active and adaptive controllers,Sundarapandian V.,17919320,Journal of Engineering Science and Technology Review,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,69,27,7,1,0,0,178
2014,Hybrid chaos synchronization of four-scroll systems via active control,"Karthikeyan R., Sundarapandian V.",13353632,Journal of Electrical Engineering,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,70,27,10,2,0,0,173
2013,"Analysis, adaptive control and synchronization of a seven-term novel 3-D chaotic system","Vaidyanathan S., Madhavan K.",9745572,International Journal of Control Theory and Applications,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,72,69,23,1,1,0,0,173
2015,Global chaos synchronisation of identical chaotic systems via novel sliding mode control method and its application to Zhu system,"Vaidyanathan S., Sampath S., Azar A.T.",17466172,"International Journal of Modelling, Identification and Control",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,37,25,10,5,0,171
2015,Hidden attractors in a chaotic system with an exponential nonlinear term,"Pham V.T., Vaidyanathan S., Volos C.K., Jafari S.",19516355,European Physical Journal: Special Topics,224,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,61,28,20,13,4,0,167
2015,Anti-synchronization of identical chaotic systems using sliding mode control and an application to Vaidyanathan–Madhavan chaotic systems,"Vaidyanathan S., Azar A.T.",1860949X,Studies in Computational Intelligence,576, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,27,21,5,4,0,166
2014,Global Chaos Synchronization of n-Scroll Chua Circuit and Lur'e System using Backstepping Control Design with Recursive Feedback,"Vaidyanathan S., Rasappan S.",2193567X,Arabian Journal for Science and Engineering,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,67,20,8,2,0,0,166
2015,Hybrid synchronization of identical chaotic systems using sliding mode control and an application to Vaidyanathan chaotic systems,"Vaidyanathan S., Azar A.T.",1860949X,Studies in Computational Intelligence,576, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,54,29,22,3,5,0,165
2014,"Hyperchaos, adaptive control and synchronization of a novel 5-D hyperchaotic system with three positive Lyapunov exponents and its SPICE implementation","Vaidyanathan S., Volos C., Pham V.-T.",12302384,Archives of Control Sciences,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,19,18,3,1,0,165
2012,Sliding mode control based global chaos control of Liu-Liu-Liu-Su chaotic system,Vaidyanathan S.,9745572,International Journal of Control Theory and Applications,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,63,65,24,2,0,0,0,163
2011,The generalized projective synchronization of hyperchaotic lorenz and hyperchaotic Qi systems via active control,"Sarasu P., Sundarapandian V.",18169503,International Journal of Soft Computing,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,55,64,19,6,0,0,0,163
2011,Active controller design for generalized projective synchronization of four-scroll chaotic systems,"Sarasu P., Sundarapandian V.",19975422,International Journal of Systems Signal Control and Engineering Application,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6,61,65,15,6,1,0,0,162
2015,Analysis and adaptive control of a novel 3-D conservative no-equilibrium chaotic system,"Vaidyanathan S., Volos C.",12302384,Archives of Control Sciences,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,61,29,18,10,7,0,161
2015,Memristor: A new concept in synchronization of coupled neuromorphic circuits,"Volos C.K., Kyprianidis I.M., Stouboulos I.N., Tlelo-Cuautle E., Vaidyanathan S.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62,29,9,12,1,0,161
2014,Generalised projective synchronisation of novel 3-D chaotic systems with an exponential non-linearity via active and adaptive control,Vaidyanathan S.,17466172,"International Journal of Modelling, Identification and Control",22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,70,27,5,1,0,0,161
2012,Global chaos control of hyperchaotic Liu system via sliding control method,Vaidyanathan S.,9745572,International Journal of Control Theory and Applications,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,67,26,3,0,0,0,161
2012,Generalized Projective Synchronization of Two-Scroll Systems via Adaptive Control,"Sarasu P., Sundarapandian V.",18169503,International Journal of Soft Computing,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,68,70,13,2,0,1,0,161
2015,"Analysis, adaptive control and synchronization of a novel 4-D hyperchaotic hyperjerk system and its SPICE implementation","Vaidyanathan S., Volos C., Pham V.-T., Madhavan K.",12302384,Archives of Control Sciences,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,60,21,22,7,1,0,160
2012,Adaptive anti-synchronization of Uncertain Tigan and Li Systems,"Sundarapandian V., Karthikeyan R.",1816949X,Journal of Engineering and Applied Sciences,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,62,67,16,4,0,0,0,159
2015,"A memristor-based hyperchaotic system with hidden attractors: Dynamics, synchronization and circuital emulating","Pham V.-T., Volos C.K., Vaidyanathan S., Le T.P., Vu V.Y.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,64,32,7,6,1,0,158
2011,Anti-synchronization of hyperchaotic lorenz and hyperchaotic chen systems by adaptive control,"Sundarapandian V., Karthikeyan R.",19975422,International Journal of Systems Signal Control and Engineering Application,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,56,67,17,0,1,1,0,157
2015,Design and SPICE implementation of a 12-term novel hyperchaotic system and its synchronisation via active control,"Vaidyanathan S., Azar A.T., Rajagopal K., Alexander P.",17466172,"International Journal of Modelling, Identification and Control",23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,27,23,4,1,0,156
2011,Anti-synchronization of Lü and Pan chaotic systems by adaptive nonlinear control,"Sundarapandian V., Karthikeyan R.",1450216X,European Journal of Scientific Research,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,59,67,16,2,0,0,0,155
2013,Hybrid synchronization of n-scroll chaotic chua circuits using adaptive backstepping control design with recursive feedback,"Rasappan S., Vaidyanathan S.",18238343,Malaysian Journal of Mathematical Sciences,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60,65,17,2,4,0,0,154
2015,Analysis and control of a 4-D novel hyperchaotic system,"Vaidyanathan S., Azar A.T.",1860949X,Studies in Computational Intelligence,581, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,65,13,18,3,2,0,152
2012,Global chaos synchronization of hyperchaotic Pang and hyperchaotic Wang systems via adaptive control,"Vaidyanathan S., Rajagopal K.",18169503,International Journal of Soft Computing,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,57,66,16,3,0,0,0,152
2015,A 3-D novel conservative chaotic system and its generalized projective synchronization via adaptive control,"Vaidyanathan S., Pakiriswamy S.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,61,28,8,2,0,0,150
2014,Global chaos synchronization of WINDMI and Coullet chaotic systems using adaptive backstepping control design,"Rasappan S., Vaidyanathan S.",12256951,Kyungpook Mathematical Journal,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,63,16,4,0,0,0,150
2015,"Analysis, properties and control of an eight-term 3-D chaotic system with an exponential nonlinearity",Vaidyanathan S.,17466172,"International Journal of Modelling, Identification and Control",23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,64,28,6,2,0,0,149
2013,Global chaos synchronization of a family of n-scroll hyperchaotic chua circuits using backstepping control with recursive feedback,"Suresh R., Sundarapandian V.",9720871,Far East Journal of Mathematical Sciences,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,67,44,15,1,1,0,0,147
2015,An eight-term novel four-scroll chaotic system with cubic nonlinearity and its circuit simulation,"Sampath S., Vaidyanathan S., Volos C.K., Pham V.-T.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,62,25,8,2,0,0,146
2015,"Analysis, adaptive control and anti-synchronization of a six-term novel jerk chaotic system with two exponential nonlinearities and its circuit simulation","Vaidyanathan S., Volos C.K., Kyprianidis I.M., Stouboulos I.N., Pham V.-T.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,26,3,4,1,0,145
2012,Generalized projective synchronization of three-scroll chaotic systems via adaptive control,"Sarasu P., Sundarapandian V.",1450216X,European Journal of Scientific Research,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,68,47,16,4,0,1,0,144
2014,Hidden hyperchaotic attractor in a novel simple memristive neural network,"Pham V.-T., Volos C., Jafari S., Wang X., Vaidyanathan S.",18426573,"Optoelectronics and Advanced Materials, Rapid Communications",8, 11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,24,11,7,1,0,143
2015,Adaptive synchronization of chemical chaotic reactors,Vaidyanathan S.,9744290,International Journal of ChemTech Research,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,59,26,4,1,1,0,140
2015,"A 3-D novel highly chaotic system with four quadratic nonlinearities, its adaptive control and anti-synchronization with unknown parameters",Vaidyanathan S.,17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,62,26,3,0,0,0,140
2015,"Analysis, control, synchronization and spice implementation of a novel 4-D hyperchaotic Rikitake dynamo system without equilibrium","Vaidyanathan S., Volos C.K., Pham V.-T.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,58,20,8,3,1,0,140
2013,"Analysis, control and synchronization of hyperchaotic Zhou system via adaptive control",Vaidyanathan S.,21945357,Advances in Intelligent Systems and Computing,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,65,11,0,0,0,0,140
2012,Hybrid synchronization of hyperchaotic lorenz and hyperchaotic chen systems via active control,"Sundarapandian V., Karthikeyan R.",1816949X,Journal of Engineering and Applied Sciences,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,63,45,16,3,1,0,0,140
2012,Anti-synchronization of sprott-l and sprott-m chaotic systems via adaptive control,Vaidyanathan S.,9745572,International Journal of Control Theory and Applications,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,54,65,14,1,0,0,0,139
2013,Generalized projective synchronization of six-term sundarapandian chaotic systems by adaptive control,"Vaidyanathan S., Pakiriswamy S.",9745572,International Journal of Control Theory and Applications,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,66,16,2,0,0,0,138
2015,"Analysis, adaptive control and synchronization of a seven-term novel 3-D chaotic system with three quadratic nonlinearities and its digital implementation in LabVIEW","Vaidyanathan S., Rajagopal K., Volos C.K., Kyprianidis I.M., Stouboulos I.N.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,59,24,2,1,0,0,137
2015,"Analysis, adaptive control and adaptive synchronization of a nine-term novel 3-D chaotic system with four quadratic nonlinearities and its circuit simulation","Vaidyanathan S., Volos C.K., Pham V.-T.",17912377,Journal of Engineering Science and Technology Review,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,61,19,2,2,1,0,136
2011,Global chaos synchronization of hyperchaotic lorenz systems by sliding mode control,"Vaidyanathan S., Sampath S.",18650929,Communications in Computer and Information Science,205, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,54,47,23,4,1,1,0,136
2010,Output regulation of the Lorenz attractor,Sundarapandian V.,9720871,Far East Journal of Mathematical Sciences,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,62,11,1,0,0,0,136
2014,Global chaos synchronisation of identical Li-Wu chaotic systems via sliding mode control,Vaidyanathan S.,17466172,"International Journal of Modelling, Identification and Control",22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,42,28,4,1,1,0,133
2015,Dynamics and control of Tokamak system with symmetric and magnetically confined plasma,Vaidyanathan S.,9744290,International Journal of ChemTech Research,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,26,8,2,0,0,132
2011,Hybrid synchronization of hyperchaotic Wang-Chen and hyperchaotic lorenz systems by active non-linear control,"Vaidyanathan S., Rajagopal K.",19975422,International Journal of Systems Signal Control and Engineering Application,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,61,47,12,4,1,0,0,132
2015,A 5-D hyperchaotic Rikitake dynamo system with hidden attractors,"Vaidyanathan S., Pham V.-T., Volos C.K.",19516355,European Physical Journal: Special Topics,224,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,23,14,6,1,0,131
2011,Global chaos synchronization of hyperchaotic Bao and Xu systems by active nonlinear control,"Vaidyanathan S., Rasappan S.",18650929,Communications in Computer and Information Science,198, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,65,11,1,0,0,0,131
2015,Adaptive control of a chemical chaotic reactor,Vaidyanathan S.,9744304,International Journal of PharmTech Research,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,58,21,4,6,0,0,130
2012,Adaptive controller design for the generalized projective synchronization of 4-scroll systems,"Sarasu P., Sundarapandian V.",19975422,International Journal of Systems Signal Control and Engineering Application,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,47,16,1,0,0,0,129
2012,Hybrid synchronization of n-Scroll Chua and Lur'e chaotic systems via backstepping control with novel feedback,"Rasappan S., Vaidyanathan S.",12302384,Archives of Control Sciences,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,49,46,16,4,0,0,0,129
2015,Adaptive backstepping control of enzymes-substrates system with ferroelectric behaviour in brain waves,Vaidyanathan S.,9744304,International Journal of PharmTech Research,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,60,13,2,1,0,0,125
2015,Anti-synchronization of brusselator chemical reaction systems via adaptive control,Vaidyanathan S.,9744290,International Journal of ChemTech Research,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,25,2,2,0,0,124
2013,Adaptive control and synchronization design for the Lu-Xiao chaotic system,Sundarapandian V.,18761100,Lecture Notes in Electrical Engineering,131, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,59,45,5,1,2,5,0,124
